station_name_ja,station_name_ko,wikidata_id,match_status,source
漕代,고이시로역,Q6426352,unique_korean_label,Wikidata CC0
相可,오카역,Q8011227,unique_korean_label,Wikidata CC0
相賀,아이가역,Q4696816,unique_korean_label,Wikidata CC0
相月,아이즈키역,Q776777,unique_korean_label,Wikidata CC0
相見,아이미역,Q900229,unique_korean_label,Wikidata CC0
相原,아이하라역,Q844635,unique_korean_label,Wikidata CC0
相生,아이오이역,Q4697555,unique_korean_label,Wikidata CC0
相生山,아이오이야마역,Q866681,unique_korean_label,Wikidata CC0
相川,아이카와역,Q377279,unique_korean_label,Wikidata CC0
相知,오치역,Q8081434,unique_korean_label,Wikidata CC0
相内,아이노나이역,Q4697471,unique_korean_label,Wikidata CC0
相馬,소마역,Q7667604,unique_korean_label,Wikidata CC0
相武台下,소부다이시타역,Q7667566,unique_korean_label,Wikidata CC0
相武台前,소부다이마에역,Q4426128,unique_korean_label,Wikidata CC0
相模金子,사가미카네코역,Q5357284,unique_korean_label,Wikidata CC0
相模原,사가미하라역,Q844696,unique_korean_label,Wikidata CC0
相模湖,사가미코역,Q7398971,unique_korean_label,Wikidata CC0
相模沼田,사가미누마타역,Q7398953,unique_korean_label,Wikidata CC0
相模大塚,사가미오쓰카역,Q7398954,unique_korean_label,Wikidata CC0
相模大野,사가미오노역,Q1054659,unique_korean_label,Wikidata CC0
相野,아이노역,Q1043180,unique_korean_label,Wikidata CC0
相野々,아이노노역,Q4697472,unique_korean_label,Wikidata CC0
相老,아이오이역,Q4697556,unique_korean_label,Wikidata CC0
総合リハビリセンター,소고리하비리센터역,Q841943,unique_korean_label,Wikidata CC0
総合運動公園,소고운도코엔역,Q5358496,unique_korean_label,Wikidata CC0
総持寺,소지지역,Q666784,unique_korean_label,Wikidata CC0
総社,소자역,Q844657,unique_korean_label,Wikidata CC0
草加,소카역,Q842450,unique_korean_label,Wikidata CC0
草江,구사에역,Q6447740,unique_korean_label,Wikidata CC0
草津,구사쓰역,Q775813,unique_korean_label,Wikidata CC0
草薙,구사나기역,Q871079,unique_korean_label,Wikidata CC0
草野,구사노역,Q856525,unique_korean_label,Wikidata CC0
荘原,쇼바라역,Q5355723,unique_korean_label,Wikidata CC0
藻琴,모코토역,Q6895402,unique_korean_label,Wikidata CC0
増尾,마스오 역 (지바 현),Q6785712,unique_korean_label,Wikidata CC0
増毛,마시케역,Q6783152,unique_korean_label,Wikidata CC0
蔵王,자오역,Q8067684,unique_korean_label,Wikidata CC0
蔵前,구라마에역,Q112348,unique_korean_label,Wikidata CC0
蔵本,구라모토역,Q6445576,unique_korean_label,Wikidata CC0
造田,조다역,Q81401,unique_korean_label,Wikidata CC0
足ケ瀬,아시가세역,Q3890814,unique_korean_label,Wikidata CC0
足羽,아스와역,Q4811964,unique_korean_label,Wikidata CC0
足守,아시모리역,Q4805094,unique_korean_label,Wikidata CC0
足滝,아시다키역,Q4805058,unique_korean_label,Wikidata CC0
足尾,아시오역,Q4805122,unique_korean_label,Wikidata CC0
足柄,아시가라역,Q1108294,unique_korean_label,Wikidata CC0
足利,아시카가역,Q1004362,unique_korean_label,Wikidata CC0
足利市,아시카가시역,Q1000572,unique_korean_label,Wikidata CC0
足立,아시다치역,Q3661687,unique_korean_label,Wikidata CC0
足立小台,아다치오다이역,Q4678340,unique_korean_label,Wikidata CC0
速星,하야호시역,Q5685963,unique_korean_label,Wikidata CC0
袖ケ浦,소데가우라역,Q573413,unique_korean_label,Wikidata CC0
袖崎,소데사키역,Q7553256,unique_korean_label,Wikidata CC0
村井,무라이역,Q3797730,unique_korean_label,Wikidata CC0
村崎野,무라사키노역,Q899287,unique_korean_label,Wikidata CC0
村山,무라야마역,Q1053166,unique_korean_label,Wikidata CC0
村上,무라카미역,Q6937257,unique_korean_label,Wikidata CC0
村野,무라노역,Q6937332,unique_korean_label,Wikidata CC0
多々良,다타라역,Q7687888,unique_korean_label,Wikidata CC0
多ノ郷,오노고역,Q8081667,unique_korean_label,Wikidata CC0
多屋,다야역,Q7689741,unique_korean_label,Wikidata CC0
多賀城,다가조역,Q7675127,unique_korean_label,Wikidata CC0
多喜浜,다키하마역,Q872785,unique_korean_label,Wikidata CC0
多寄,다요로역,Q901451,unique_korean_label,Wikidata CC0
多気,다키역,Q5357971,unique_korean_label,Wikidata CC0
多久,다쿠역,Q5363258,unique_korean_label,Wikidata CC0
多治見,다지미역,Q7676871,unique_korean_label,Wikidata CC0
多田,다다역,Q7674268,unique_korean_label,Wikidata CC0
多田羅,다타라역,Q7687886,unique_korean_label,Wikidata CC0
多度,다도역,Q7674658,unique_korean_label,Wikidata CC0
多度津,다도쓰역,Q864436,unique_korean_label,Wikidata CC0
多奈川,다나가와역,Q7682211,unique_korean_label,Wikidata CC0
多摩センター,다마 센터역,Q988468,unique_korean_label,Wikidata CC0
多摩境,다마사카이역,Q4450818,unique_korean_label,Wikidata CC0
多摩湖,세이부유엔치역,Q7446596,unique_korean_label,Wikidata CC0
多摩川,다마가와역,Q7680540,unique_korean_label,Wikidata CC0
多摩動物公園,다마도부쓰코엔역,Q4450752,unique_korean_label,Wikidata CC0
多磨,다마역,Q5368661,unique_korean_label,Wikidata CC0
多磨霊園,다마레이엔역,Q7680496,unique_korean_label,Wikidata CC0
太海,후토미역,Q553805,unique_korean_label,Wikidata CC0
太閤通,나카무라쿠야쿠쇼역,Q850809,unique_korean_label,Wikidata CC0
太宰府,다자이후역,Q5243657,unique_korean_label,Wikidata CC0
太子橋今市,다이시바시이마이치역,Q1042508,unique_korean_label,Wikidata CC0
太子堂,다이시도역,Q898884,unique_korean_label,Wikidata CC0
太市,오이치역,Q8081504,unique_korean_label,Wikidata CC0
太秦,우즈마사역,Q1044091,unique_korean_label,Wikidata CC0
太秦天神川,우즈마사텐진가와역,Q2374167,unique_korean_label,Wikidata CC0
太地,다이지역,Q2650271,unique_korean_label,Wikidata CC0
太田,오타역,Q8081729,unique_korean_label,Wikidata CC0
太田川,오타가와역,Q8081740,unique_korean_label,Wikidata CC0
太田部,오타베역,Q8081739,unique_korean_label,Wikidata CC0
太東,다이토역,Q564210,unique_korean_label,Wikidata CC0
太美,후토미역,Q2490277,unique_korean_label,Wikidata CC0
打井川,우쓰이가와역,Q7903274,unique_korean_label,Wikidata CC0
打出,우치데역,Q7876712,unique_korean_label,Wikidata CC0
打田,우치타역,Q3193482,unique_korean_label,Wikidata CC0
打保,우쓰보역,Q5357898,unique_korean_label,Wikidata CC0
駄科,다시나역,Q985055,unique_korean_label,Wikidata CC0
帯解,오비토케역,Q3702696,unique_korean_label,Wikidata CC0
帯広,오비히로역,Q1073709,unique_korean_label,Wikidata CC0
帯織,오비오리역,Q11481209,unique_korean_label,Wikidata CC0
替佐,가에사역,Q6346024,unique_korean_label,Wikidata CC0
苔縄,고케나와역,Q6426589,unique_korean_label,Wikidata CC0
袋井,후쿠로이역,Q871711,unique_korean_label,Wikidata CC0
袋倉,후쿠로구라역,Q5507710,unique_korean_label,Wikidata CC0
袋田,후쿠로다역,Q5507709,unique_korean_label,Wikidata CC0
代々木,요요기역,Q590162,unique_korean_label,Wikidata CC0
代々木公園,요요기코엔역,Q347796,unique_korean_label,Wikidata CC0
代々木上原,요요기우에하라역,Q1131825,unique_korean_label,Wikidata CC0
代々木八幡,요요기하치만역,Q1083866,unique_korean_label,Wikidata CC0
代官山,다이칸야마역,Q852326,unique_korean_label,Wikidata CC0
代田橋,다이타바시역,Q4154095,unique_korean_label,Wikidata CC0
台原,다이노하라역,Q5209510,unique_korean_label,Wikidata CC0
台場,다이바역,Q906784,unique_korean_label,Wikidata CC0
大阿太,오아다역,Q8081416,unique_korean_label,Wikidata CC0
大安寺,다이안지역,Q5209068,unique_korean_label,Wikidata CC0
大井競馬場前,오이케이바조마에역,Q5367547,unique_korean_label,Wikidata CC0
大井町,오이마치역,Q801690,unique_korean_label,Wikidata CC0
大磯,오이소역,Q865175,unique_korean_label,Wikidata CC0
大羽根園,오바네엔역,Q8081423,unique_korean_label,Wikidata CC0
大浦,오우라역,Q898624,unique_korean_label,Wikidata CC0
大越,오고에역,Q11439275,unique_korean_label,Wikidata CC0
大堰,오제키역,Q11433868,unique_korean_label,Wikidata CC0
大塩,오시오역,Q8081713,unique_korean_label,Wikidata CC0
大岡,오오카역,Q900307,unique_korean_label,Wikidata CC0
大岡山,오오카야마역,Q843724,unique_korean_label,Wikidata CC0
大屋,오야역,Q8081801,unique_korean_label,Wikidata CC0
大河内,오카와치역,Q8081555,unique_korean_label,Wikidata CC0
大海,오미역,Q773149,unique_korean_label,Wikidata CC0
大開,다이카이역,Q5209161,unique_korean_label,Wikidata CC0
大垣,오가키역,Q871579,unique_korean_label,Wikidata CC0
大楽毛,오타노시케역,Q899685,unique_korean_label,Wikidata CC0
大釜,오카마역,Q8081544,unique_korean_label,Wikidata CC0
大貫,오누키역,Q558903,unique_korean_label,Wikidata CC0
大間,오마역,Q8081594,unique_korean_label,Wikidata CC0
大間々,오마마역,Q8081605,unique_korean_label,Wikidata CC0
大間越,오마고시역,Q8081604,unique_korean_label,Wikidata CC0
大館,오다테역,Q8081437,unique_korean_label,Wikidata CC0
大岸,오키시역,Q8081565,unique_korean_label,Wikidata CC0
大岩,오이와역,Q899457,unique_korean_label,Wikidata CC0
大久喜,오쿠키역,Q6543357,unique_korean_label,Wikidata CC0
大久保,오쿠보역,Q1042802,unique_korean_label,Wikidata CC0
大宮,오미야역,Q801692,unique_korean_label,Wikidata CC0
大宮公園,오미야코엔역,Q8081623,unique_korean_label,Wikidata CC0
大曲,오마가리역,Q1052987,unique_korean_label,Wikidata CC0
大金,오가네역,Q8081465,unique_korean_label,Wikidata CC0
大隅横川,오스미요코가와역,Q5375494,unique_korean_label,Wikidata CC0
大隅夏井,오스미나쓰이역,Q8081719,unique_korean_label,Wikidata CC0
大隅大川原,오스미오카와라역,Q5357231,unique_korean_label,Wikidata CC0
大桑,오쿠와역,Q5359405,unique_korean_label,Wikidata CC0
大形,오가타역,Q8081468,unique_korean_label,Wikidata CC0
大月,오쓰키역,Q843189,unique_korean_label,Wikidata CC0
大元,오모토역,Q8081633,unique_korean_label,Wikidata CC0
大戸,오토역,Q8081763,unique_korean_label,Wikidata CC0
大戸瀬,오도세역,Q8081442,unique_korean_label,Wikidata CC0
大口,오구치역,Q801688,unique_korean_label,Wikidata CC0
大更,오부케역,Q8081429,unique_korean_label,Wikidata CC0
大江,오에역,Q8081447,unique_korean_label,Wikidata CC0
大江橋,오에바시역,Q981704,unique_korean_label,Wikidata CC0
大溝,오미조역,Q11437557,unique_korean_label,Wikidata CC0
大行司,다이교지역,Q5209120,unique_korean_label,Wikidata CC0
大高,오다카역,Q871424,unique_korean_label,Wikidata CC0
大濠公園,오호리 공원역,Q4357451,unique_korean_label,Wikidata CC0
大国町,다이코쿠초역,Q1052129,unique_korean_label,Wikidata CC0
大佐倉,오사쿠라역,Q8081685,unique_korean_label,Wikidata CC0
大歳,오토시역,Q8081774,unique_korean_label,Wikidata CC0
大在,오자이역,Q5359540,unique_korean_label,Wikidata CC0
大阪,오사카역,Q801694,unique_korean_label,Wikidata CC0
大阪ビジネスパーク,오사카 비즈니스파크역,Q135205,unique_korean_label,Wikidata CC0
大阪阿部野橋,오사카아베노바시역,Q6801405,unique_korean_label,Wikidata CC0
大阪教育大前,오사카쿄이쿠다이마에역,Q8081682,unique_korean_label,Wikidata CC0
大阪狭山市,오사카사야마시역,Q8081684,unique_korean_label,Wikidata CC0
大阪空港,오사카 공항역,Q3968801,unique_korean_label,Wikidata CC0
大阪港,오사카코역,Q1132628,unique_korean_label,Wikidata CC0
大阪上本町,오사카우에혼마치역,Q872600,unique_korean_label,Wikidata CC0
大阪城公園,오사카조코엔역,Q1131304,unique_korean_label,Wikidata CC0
大阪城北詰,오사카조키타즈메역,Q585132,unique_korean_label,Wikidata CC0
大阪天満宮,오사카텐만구역,Q1073324,unique_korean_label,Wikidata CC0
大阪難波,오사카난바역,Q2310134,unique_korean_label,Wikidata CC0
大阪梅田,오사카우메다역,Q20023052,unique_korean_label,Wikidata CC0
大崎,오사키역,Q801695,unique_korean_label,Wikidata CC0
大崎広小路,오사키히로코지역,Q8081686,unique_korean_label,Wikidata CC0
大三,오미쓰역,Q8081619,unique_korean_label,Wikidata CC0
大山口,다이센구치역,Q900286,unique_korean_label,Wikidata CC0
大山崎,오야마자키역,Q3971407,unique_korean_label,Wikidata CC0
大山寺,다이산지역,Q7676396,unique_korean_label,Wikidata CC0
大師橋,다이시바시역,Q7418195,unique_korean_label,Wikidata CC0
大師前,다이시마에역,Q5209614,unique_korean_label,Wikidata CC0
大篠津町,오시노즈초역,Q4207645,unique_korean_label,Wikidata CC0
大蛇,오자역,Q8081543,unique_korean_label,Wikidata CC0
大釈迦,다이샤카역,Q5209607,unique_korean_label,Wikidata CC0
大手町,오테마치역,Q11435570,unique_korean_label,Wikidata CC0
大住,오스미역,Q589844,unique_korean_label,Wikidata CC0
大沼,오누마역,Q1049310,unique_korean_label,Wikidata CC0
大沼公園,오누마코엔역,Q1049391,unique_korean_label,Wikidata CC0
大乗,오노리역,Q8081672,unique_korean_label,Wikidata CC0
大城,오키역,Q11433849,unique_korean_label,Wikidata CC0
大場,다이바역,Q5209070,unique_korean_label,Wikidata CC0
大森,오모리역,Q80420,unique_korean_label,Wikidata CC0
大森・金城学院前,오모리 · 긴조가쿠인마에역,Q8081631,unique_korean_label,Wikidata CC0
大森海岸,오모리카이간역,Q1592872,unique_korean_label,Wikidata CC0
大森台,오모리다이역,Q8081632,unique_korean_label,Wikidata CC0
大森町,오모리마치역,Q5362060,unique_korean_label,Wikidata CC0
大神,오가역,Q5360340,unique_korean_label,Wikidata CC0
大神宮下,다이진구시타역,Q5209145,unique_korean_label,Wikidata CC0
大仁,오히토역,Q8081500,unique_korean_label,Wikidata CC0
大須観音,오스칸논역,Q862936,unique_korean_label,Wikidata CC0
大杉,오스기역,Q901012,unique_korean_label,Wikidata CC0
大正,다이쇼역,Q1131158,unique_korean_label,Wikidata CC0
大聖寺,다이쇼지역,Q3701465,unique_korean_label,Wikidata CC0
大石田,오이시다역,Q1137108,unique_korean_label,Wikidata CC0
大川平,오카와다이역,Q8081557,unique_korean_label,Wikidata CC0
大川野,오카와노역,Q8081561,unique_korean_label,Wikidata CC0
大泉,오이즈미역,Q11437195,unique_korean_label,Wikidata CC0
大泉学園,오이즈미가쿠엔역,Q8016303,unique_korean_label,Wikidata CC0
大洗,오아라이역,Q11437232,unique_korean_label,Wikidata CC0
大船,오후나역,Q1143863,unique_korean_label,Wikidata CC0
大前,오마에역,Q3971398,unique_korean_label,Wikidata CC0
大善寺,다이젠지역,Q5209854,unique_korean_label,Wikidata CC0
大曽根,오조네역,Q872075,unique_korean_label,Wikidata CC0
大曽根浦,오소네우라역,Q8009824,unique_korean_label,Wikidata CC0
大倉山,오쿠라야마역,Q5358351,unique_korean_label,Wikidata CC0
大草,오쿠사역,Q5355384,unique_korean_label,Wikidata CC0
大蔵谷,오쿠라다니역,Q8081586,unique_korean_label,Wikidata CC0
大多羅,오다라역,Q3610905,unique_korean_label,Wikidata CC0
大袋,오부쿠로역,Q8081433,unique_korean_label,Wikidata CC0
大滝,오타키역,Q8081754,unique_korean_label,Wikidata CC0
大滝温泉,오타키온센역,Q8081751,unique_korean_label,Wikidata CC0
大谷向,다이야무코역,Q5209838,unique_korean_label,Wikidata CC0
大池,오이케역,Q8081511,unique_korean_label,Wikidata CC0
大竹,오타케역,Q5358298,unique_korean_label,Wikidata CC0
大中山,오나카야마역,Q1049379,unique_korean_label,Wikidata CC0
大張野,오바리노역,Q8081428,unique_korean_label,Wikidata CC0
大町,오마치역,Q8081600,unique_korean_label,Wikidata CC0
大町西公園,오마치니시코엔역,Q11627264,unique_korean_label,Wikidata CC0
大鳥羽,오토바역,Q8081764,unique_korean_label,Wikidata CC0
大鳥居,오토리이역,Q5362449,unique_korean_label,Wikidata CC0
大津,오쓰역,Q1042976,unique_korean_label,Wikidata CC0
大津京,오쓰쿄역,Q5367242,unique_korean_label,Wikidata CC0
大津港,오쓰코역,Q5353392,unique_korean_label,Wikidata CC0
大津市役所前,벳쇼 역,Q11396809,unique_korean_label,Wikidata CC0
大通,오도리역,Q2365150,unique_korean_label,Wikidata CC0
大塚・帝京大学,오쓰카테이쿄다이가쿠역,Q8011282,unique_korean_label,Wikidata CC0
大鶴,오쓰루역,Q8081780,unique_korean_label,Wikidata CC0
大田郷,오타고역,Q8081743,unique_korean_label,Wikidata CC0
大田口,오타구치역,Q900670,unique_korean_label,Wikidata CC0
大田市,오다시역,Q5356122,unique_korean_label,Wikidata CC0
大田切,오타기리역,Q990058,unique_korean_label,Wikidata CC0
大土呂,오도로역,Q5359873,unique_korean_label,Wikidata CC0
大塔,다이토역,Q5209814,unique_korean_label,Wikidata CC0
大島,오지마역,Q1040931,unique_korean_label_catalog,Wikidata CC0
大同町,다이도초역,Q5209087,unique_korean_label,Wikidata CC0
大堂津,오도쓰역,Q8081443,unique_korean_label,Wikidata CC0
大道,다이도역,Q5209088,unique_korean_label,Wikidata CC0
大内,오우치역,Q4388110,unique_korean_label,Wikidata CC0
大内山,오우치야마역,Q5358056,unique_korean_label,Wikidata CC0
大日,다이니치역,Q681742,unique_korean_label,Wikidata CC0
大入,다이뉴역,Q5209522,unique_korean_label,Wikidata CC0
大泊,오도마리역,Q5357550,unique_korean_label,Wikidata CC0
大白川,오시라카와역,Q8081711,unique_korean_label,Wikidata CC0
大畠,오바타케역,Q5358101,unique_korean_label,Wikidata CC0
大府,오부역,Q871001,unique_korean_label,Wikidata CC0
大福,다이후쿠역,Q5209097,unique_korean_label,Wikidata CC0
大物,다이모쓰역,Q2039189,unique_korean_label,Wikidata CC0
大分,오이타역,Q861542,unique_korean_label,Wikidata CC0
大分大学前,오이타다이가쿠마에역,Q8081517,unique_korean_label,Wikidata CC0
大平下,오히라시타역,Q8081496,unique_korean_label,Wikidata CC0
大平台,오히라다이역,Q8081501,unique_korean_label,Wikidata CC0
大保,오호역,Q11432382,unique_korean_label,Wikidata CC0
大歩危,오보케역,Q900681,unique_korean_label,Wikidata CC0
大堀,오호리역,Q2027869,unique_korean_label,Wikidata CC0
大麻,오아사역,Q872634,unique_korean_label,Wikidata CC0
大麻生,오아소역,Q3701525,unique_korean_label,Wikidata CC0
大湊,오미나토역,Q8081617,unique_korean_label,Wikidata CC0
大牟田,오무타역,Q871063,unique_korean_label,Wikidata CC0
大網,오아미역,Q5353488,unique_korean_label,Wikidata CC0
大野浦,오노우라역,Q8009775,unique_korean_label,Wikidata CC0
大野下,오노시모역,Q873306,unique_korean_label,Wikidata CC0
大野原,오노하라역,Q8081669,unique_korean_label,Wikidata CC0
大野城,오노조역,Q5359644,unique_korean_label,Wikidata CC0
大野町,오노마치역,Q8081670,unique_korean_label,Wikidata CC0
大雄山,다이유잔역,Q5209846,unique_korean_label,Wikidata CC0
大洋,다이요역,Q7676666,unique_korean_label,Wikidata CC0
大嵐,오조레역,Q777630,unique_korean_label,Wikidata CC0
大輪田,오와다역,Q11439290,unique_korean_label,Wikidata CC0
大和,야마토역,Q8047989,unique_korean_label,Wikidata CC0
大和高田,야마토타카다역,Q8047971,unique_korean_label,Wikidata CC0
大和小泉,야마토코이즈미역,Q856532,unique_korean_label,Wikidata CC0
大和上市,야마토카미이치역,Q11433402,unique_korean_label,Wikidata CC0
大和新庄,야마토신조역,Q3615450,unique_korean_label,Wikidata CC0
大和西大寺,야마토사이다이지역,Q489786,unique_korean_label,Wikidata CC0
大和朝倉,야마토아사쿠라역,Q8047967,unique_korean_label,Wikidata CC0
大和田,오와다역,Q5368706,unique_korean_label,Wikidata CC0
大和二見,야마토후타미역,Q3615301,unique_korean_label,Wikidata CC0
大和八木,야마토야기역,Q8047973,unique_korean_label,Wikidata CC0
大鰐温泉,오와니온센역,Q8081800,unique_korean_label,Wikidata CC0
大甕,오미카역,Q39951,unique_korean_label,Wikidata CC0
大藪,오야부역,Q11438776,unique_korean_label,Wikidata CC0
醍醐,다이고역,Q2679100,unique_korean_label,Wikidata CC0
鷹ノ巣,다카노스역,Q7677206,unique_korean_label,Wikidata CC0
鷹の台,다카노다이역,Q7677190,unique_korean_label,Wikidata CC0
鷹取,다카토리역,Q1042843,unique_korean_label,Wikidata CC0
鷹狩,다카가리역,Q7677011,unique_korean_label,Wikidata CC0
滝,다키역,Q3097830,unique_korean_label,Wikidata CC0
滝ノ間,다키노마역,Q7678387,unique_korean_label,Wikidata CC0
滝の茶屋,다키노차야역,Q7678386,unique_korean_label,Wikidata CC0
滝井,다키이역,Q1820138,unique_korean_label,Wikidata CC0
滝宮,다키노미야역,Q11565105,unique_korean_label,Wikidata CC0
滝原,다키하라역,Q5357992,unique_korean_label,Wikidata CC0
滝山,다키야마역,Q7678415,unique_korean_label,Wikidata CC0
滝水,다키미즈역,Q7678300,unique_korean_label,Wikidata CC0
滝川,다키카와역,Q1057763,unique_korean_label,Wikidata CC0
滝谷不動,다키다니후도역,Q7678293,unique_korean_label,Wikidata CC0
滝尾,다키오역,Q7678391,unique_korean_label,Wikidata CC0
滝不動,다키후도역,Q11565062,unique_korean_label,Wikidata CC0
滝部,다키베역,Q7678288,unique_korean_label,Wikidata CC0
滝野,다키노역,Q3097828,unique_korean_label,Wikidata CC0
拓北,다쿠호쿠역,Q2490360,unique_korean_label,Wikidata CC0
沢,사와역,Q991380,unique_korean_label,Wikidata CC0
沢ノ町,사와노초역,Q7428584,unique_korean_label,Wikidata CC0
沢井,사와이역,Q7428551,unique_korean_label,Wikidata CC0
沢尻,사와지리역,Q7428554,unique_korean_label,Wikidata CC0
沢田,사와다역,Q7428529,unique_korean_label,Wikidata CC0
沢渡,사완도역,Q990214,unique_korean_label,Wikidata CC0
沢入,소리역,Q7667614,unique_korean_label,Wikidata CC0
沢目,사와메역,Q7428565,unique_korean_label,Wikidata CC0
沢良宜,사와라기역,Q3970925,unique_korean_label,Wikidata CC0
蛸地蔵,다코지조역,Q7678465,unique_korean_label,Wikidata CC0
只見,다다미역,Q7674312,unique_korean_label,Wikidata CC0
但馬,다지마역,Q11381640,unique_korean_label,Wikidata CC0
辰巳,다쓰미역,Q331177,unique_korean_label,Wikidata CC0
辰野,다쓰노역,Q843973,unique_korean_label,Wikidata CC0
竪堀,다테보리역,Q7687989,unique_korean_label,Wikidata CC0
棚倉,다나쿠라역,Q1049005,unique_korean_label,Wikidata CC0
谷河原,야가와라역,Q8046691,unique_korean_label,Wikidata CC0
谷峨,야가역,Q5357267,unique_korean_label,Wikidata CC0
谷在家,야자이케역,Q8050564,unique_korean_label,Wikidata CC0
谷上,다니가미역,Q873599,unique_korean_label,Wikidata CC0
谷川,다니카와역,Q1043144,unique_korean_label,Wikidata CC0
谷村町,야무라마치역,Q8013193,unique_korean_label,Wikidata CC0
谷町九丁目,다니마치 9초메역,Q1041977,unique_korean_label,Wikidata CC0
谷町四丁目,다니마치 4초메역,Q1131709,unique_korean_label,Wikidata CC0
谷町六丁目,다니마치 6초메역,Q1041967,unique_korean_label,Wikidata CC0
谷津,야쓰역,Q8050270,unique_korean_label,Wikidata CC0
谷塚,야쓰카역,Q8050280,unique_korean_label,Wikidata CC0
谷田川,야타가와역,Q11633047,unique_korean_label,Wikidata CC0
谷頭,다니가시라역,Q7683294,unique_korean_label,Wikidata CC0
谷之口,다니노쿠치역,Q7683316,unique_korean_label,Wikidata CC0
谷保,야호역,Q5366778,unique_korean_label,Wikidata CC0
樽井,다루이역,Q11543694,unique_korean_label,Wikidata CC0
丹治部,다지베역,Q3611240,unique_korean_label,Wikidata CC0
丹生,니부역,Q8190243,unique_korean_label,Wikidata CC0
丹荘,단쇼역,Q845044,unique_korean_label,Wikidata CC0
丹波橋,단바바시역,Q2093391,unique_korean_label,Wikidata CC0
丹波口,단바구치역,Q129977,unique_korean_label,Wikidata CC0
丹波大山,단바오야마역,Q1043193,unique_korean_label,Wikidata CC0
丹波竹田,단바타케다역,Q1043249,unique_korean_label,Wikidata CC0
旦過,단가 역,Q7682779,unique_korean_label,Wikidata CC0
淡輪,단노와역,Q7683705,unique_korean_label,Wikidata CC0
淡路,아와지역,Q2070830,unique_korean_label,Wikidata CC0
淡路町,아와지초역,Q1078432,unique_korean_label,Wikidata CC0
端岡,하시오카역,Q98825,unique_korean_label,Wikidata CC0
端間,하타마역,Q11598528,unique_korean_label,Wikidata CC0
端野,단노역,Q7683701,unique_korean_label,Wikidata CC0
誕生寺,단조지역,Q7683449,unique_korean_label,Wikidata CC0
男鹿,오가역,Q7079797,unique_korean_label,Wikidata CC0
男川,오토가와역,Q7108930,unique_korean_label,Wikidata CC0
男衾,오부스마역,Q7075604,unique_korean_label,Wikidata CC0
知床斜里,시레토코샤리역,Q7498558,unique_korean_label,Wikidata CC0
知多奥田,지타오쿠다역,Q5102188,unique_korean_label,Wikidata CC0
知多半田,지타한다역,Q5102187,unique_korean_label,Wikidata CC0
知多武豊,아게 역,Q5102189,unique_korean_label,Wikidata CC0
知来乙,지라이오쓰역,Q5101807,unique_korean_label,Wikidata CC0
知立,지류역,Q5102035,unique_korean_label,Wikidata CC0
知和,지와역,Q3611176,unique_korean_label,Wikidata CC0
地下鉄成増,지카테쓰나리마스역,Q80506,unique_korean_label,Wikidata CC0
地下鉄赤塚,지카테쓰아카쓰카역,Q80412,unique_korean_label,Wikidata CC0
地区センター,지쿠센터역,Q11424114,unique_korean_label,Wikidata CC0
地蔵橋,지조바시역,Q6203576,unique_korean_label,Wikidata CC0
地福,지후쿠역,Q6192262,unique_korean_label,Wikidata CC0
智恵文,지에분역,Q5096647,unique_korean_label,Wikidata CC0
智頭,지즈역,Q5102669,unique_korean_label,Wikidata CC0
智北,지호쿠역,Q5097299,unique_korean_label,Wikidata CC0
池の浦,이케노우라역,Q268023,unique_korean_label,Wikidata CC0
池の浦シーサイド,이케노우라시사이드역,Q117538,unique_korean_label,Wikidata CC0
池ノ上,이케노우에역,Q4199142,unique_korean_label,Wikidata CC0
池下,이케시타역,Q863214,unique_korean_label,Wikidata CC0
池月,이케즈키역,Q642558,unique_korean_label,Wikidata CC0
池戸,이케노베역,Q11551608,unique_korean_label,Wikidata CC0
池場,이케바역,Q774526,unique_korean_label,Wikidata CC0
池尻,이케지리역,Q5359678,unique_korean_label,Wikidata CC0
池尻大橋,이케지리오하시역,Q852141,unique_korean_label,Wikidata CC0
池袋,이케부쿠로역,Q173919,unique_korean_label,Wikidata CC0
池谷,이케노타니역,Q8193606,unique_korean_label,Wikidata CC0
池田,이케다역,Q866156,unique_korean_label,Wikidata CC0
池田園,이케다엔역,Q876949,unique_korean_label,Wikidata CC0
池部,이케베역,Q11552292,unique_korean_label,Wikidata CC0
稚内,왓카나이역,Q840452,unique_korean_label,Wikidata CC0
置賜,오이타마역,Q7081554,unique_korean_label,Wikidata CC0
築山,쓰키야마역,Q7850085,unique_korean_label,Wikidata CC0
築城,쓰이키역,Q5360052,unique_korean_label,Wikidata CC0
築地,쓰키지역,Q1072938,unique_korean_label,Wikidata CC0
築地口,쓰키지구치역,Q7850067,unique_korean_label,Wikidata CC0
築地市場,쓰키지시조역,Q246180,unique_korean_label,Wikidata CC0
竹ノ塚,다케노쓰카역,Q7678040,unique_korean_label,Wikidata CC0
竹浦,다케우라역,Q7678178,unique_korean_label,Wikidata CC0
竹岡,다케오카역,Q558883,unique_korean_label,Wikidata CC0
竹下,다케시타역,Q5359458,unique_korean_label,Wikidata CC0
竹橋,다케바시역,Q80564,unique_korean_label,Wikidata CC0
竹原,다케하라역,Q7677972,unique_korean_label,Wikidata CC0
竹芝,다케시바역,Q858876,unique_korean_label,Wikidata CC0
竹松,다케마쓰역,Q7678011,unique_korean_label,Wikidata CC0
